Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Yawrate,Length (m),Width (m),Vehicle Number,Agent_Type,Vx,Vy,Ax,Ay,V_lon,V_lat,A_lon,A_lat,2_Position X (m),2_Position Y (m),2_Velocity (m/s),2_Heading,2_Yawrate,2_Length (m),2_Width (m),2_Vehicle Number,2_Agent_Type,2_Vx,2_Vy,2_Ax,2_Ay,2_V_lon,2_V_lat,2_A_lon,2_A_lat
1115.08,47.895,-31.011,0.012,0.168,0,4.616,1.814,417,car,-0.004,0.012,-0.036,-0.003,-0.002,-0.012,-0.036,-0.003,72.212,-23.287,2.772,-2.915,0.0238,4.344,1.791,424,car,-2.695,-0.648,0.483,0.009,2.771,-0.027,-0.473,-0.099
1115.12,47.895,-31.009,0.013,0.168,0,4.616,1.814,417,car,-0.006,0.011,-0.035,-0.008,-0.004,-0.012,-0.036,0.002,72.105,-23.313,2.754,-2.914,0.0252,4.344,1.791,424,car,-2.677,-0.648,0.458,0.005,2.754,-0.028,-0.447,-0.098
1115.16,47.894,-31.007,0.013,0.167,0,4.616,1.814,417,car,-0.008,0.01,-0.033,-0.013,-0.007,-0.012,-0.035,0.007,71.998,-23.339,2.738,-2.913,0.0267,4.344,1.791,424,car,-2.66,-0.648,0.434,0.001,2.737,-0.029,-0.423,-0.097
1115.2,47.894,-31.006,0.014,0.167,0,4.616,1.814,417,car,-0.011,0.009,-0.031,-0.016,-0.009,-0.01,-0.033,0.011,71.892,-23.365,2.722,-2.912,0.0281,4.344,1.791,424,car,-2.644,-0.648,0.411,-0.002,2.722,-0.03,-0.4,-0.096
1115.24,47.894,-31.005,0.014,0.167,0,4.616,1.814,417,car,-0.013,0.007,-0.027,-0.019,-0.012,-0.009,-0.03,0.014,71.786,-23.391,2.707,-2.911,0.0297,4.344,1.791,424,car,-2.628,-0.648,0.39,-0.005,2.707,-0.03,-0.378,-0.094
1115.28,47.894,-31.005,0.016,0.168,0,4.616,1.814,417,car,-0.015,0.005,-0.023,-0.02,-0.014,-0.007,-0.026,0.016,71.681,-23.417,2.693,-2.91,0.0312,4.344,1.791,424,car,-2.614,-0.649,0.369,-0.008,2.693,-0.031,-0.358,-0.093
1115.32,47.894,-31.005,0.018,0.168,0,4.616,1.814,417,car,-0.017,0.003,-0.017,-0.02,-0.017,-0.006,-0.02,0.017,71.577,-23.443,2.68,-2.908,0.0326,4.344,1.791,424,car,-2.6,-0.649,0.35,-0.011,2.68,-0.031,-0.338,-0.092
1115.36,47.894,-31.005,0.02,0.168,0,4.616,1.814,417,car,-0.02,0.001,-0.01,-0.019,-0.019,-0.004,-0.013,0.017,71.473,-23.469,2.667,-2.907,0.0341,4.344,1.791,424,car,-2.587,-0.65,0.331,-0.014,2.667,-0.03,-0.319,-0.09
1115.4,47.894,-31.005,0.022,0.168,0,4.616,1.814,417,car,-0.022,-0.001,-0.001,-0.017,-0.022,-0.003,-0.004,0.017,71.369,-23.496,2.655,-2.905,0.0354,4.344,1.791,424,car,-2.574,-0.65,0.313,-0.016,2.655,-0.03,-0.301,-0.089
1115.44,47.894,-31.006,0.024,0.168,0,4.616,1.814,417,car,-0.024,-0.002,0.01,-0.014,-0.024,-0.002,0.008,0.016,71.266,-23.522,2.643,-2.904,0.0367,4.344,1.791,424,car,-2.562,-0.651,0.296,-0.019,2.643,-0.028,-0.283,-0.089
1115.48,47.893,-31.006,0.026,0.168,0,4.616,1.814,417,car,-0.026,-0.003,0.024,-0.011,-0.026,-0.001,0.021,0.015,71.163,-23.55,2.632,-2.902,0.038,4.344,1.791,424,car,-2.55,-0.651,0.278,-0.023,2.632,-0.027,-0.265,-0.088
1115.52,47.893,-31.006,0.028,0.168,0,4.616,1.814,417,car,-0.028,-0.004,0.04,-0.007,-0.028,0,0.038,0.013,71.061,-23.576,2.621,-2.901,0.0392,4.344,1.791,424,car,-2.539,-0.65,0.261,-0.028,2.621,-0.025,-0.247,-0.089
1115.56,47.893,-31.007,0.03,0.168,0,4.616,1.814,417,car,-0.029,-0.005,0.058,-0.002,-0.03,0,0.057,0.012,70.959,-23.603,2.611,-2.899,0.0405,4.344,1.791,424,car,-2.529,-0.65,0.244,-0.033,2.611,-0.024,-0.229,-0.091
1115.6,47.892,-31.007,0.031,0.168,0,4.616,1.814,417,car,-0.03,-0.005,0.08,0.003,-0.031,0,0.079,0.011,70.857,-23.63,2.601,-2.898,0.0419,4.344,1.791,424,car,-2.518,-0.65,0.227,-0.041,2.601,-0.023,-0.21,-0.094
1115.64,47.892,-31.008,0.031,0.169,0,4.616,1.814,417,car,-0.03,-0.006,0.105,0.008,-0.031,0,0.105,0.01,70.756,-23.657,2.591,-2.896,0.0433,4.344,1.791,424,car,-2.508,-0.649,0.209,-0.05,2.591,-0.02,-0.19,-0.099
1115.68,47.891,-31.008,0.03,0.169,0,4.616,1.814,417,car,-0.03,-0.006,0.134,0.014,-0.03,0,0.134,0.009,70.655,-23.683,2.582,-2.894,0.0447,4.344,1.791,424,car,-2.499,-0.649,0.19,-0.061,2.582,-0.018,-0.169,-0.106
1115.72,47.89,-31.008,0.029,0.169,0,4.616,1.814,417,car,-0.028,-0.005,0.166,0.02,-0.029,0,0.167,0.009,70.553,-23.709,2.573,-2.893,0.0461,4.344,1.791,424,car,-2.489,-0.65,0.169,-0.075,2.573,-0.017,-0.146,-0.114
1115.76,47.889,-31.009,0.026,0.169,0,4.616,1.814,417,car,-0.026,-0.004,0.203,0.025,-0.026,0,0.204,0.009,70.451,-23.733,2.564,-2.891,0.0475,4.344,1.791,424,car,-2.48,-0.651,0.146,-0.09,2.564,-0.016,-0.119,-0.123
1115.8,47.889,-31.009,0.022,0.169,0,4.616,1.814,417,car,-0.021,-0.004,0.243,0.031,-0.022,0,0.245,0.01,70.35,-23.759,2.555,-2.889,0.0489,4.344,1.791,424,car,-2.47,-0.654,0.12,-0.106,2.555,-0.016,-0.09,-0.133
1115.84,47.888,-31.008,0.016,0.168,0,4.616,1.814,417,car,-0.016,-0.003,0.287,0.038,-0.016,0,0.289,0.011,70.25,-23.785,2.547,-2.887,0.0502,4.344,1.791,424,car,-2.461,-0.657,0.09,-0.124,2.547,-0.015,-0.056,-0.142
1115.88,47.887,-31.008,0.008,0.168,0,4.616,1.814,417,car,-0.008,-0.002,0.335,0.044,-0.008,0,0.337,0.012,70.151,-23.811,2.54,-2.884,0.0513,4.344,1.791,424,car,-2.453,-0.66,0.055,-0.142,2.54,-0.015,-0.017,-0.152
1115.92,47.886,-31.007,0.002,0.168,0.0024,4.616,1.814,417,car,0.002,-0.001,0.386,0.052,0.002,0.001,0.389,0.014,70.053,-23.838,2.535,-2.882,0.0522,4.344,1.791,424,car,-2.446,-0.665,0.016,-0.162,2.535,-0.015,0.026,-0.161
1115.96,47.886,-31.007,0.015,0.168,0.0028,4.616,1.814,417,car,0.015,0,0.441,0.06,0.015,0.002,0.444,0.015,69.955,-23.864,2.532,-2.88,0.0529,4.344,1.791,424,car,-2.441,-0.671,-0.028,-0.183,2.532,-0.016,0.074,-0.17
1116,47.885,-31.007,0.03,0.169,0.0031,4.616,1.814,417,car,0.03,0.002,0.498,0.069,0.03,0.003,0.502,0.016,69.859,-23.89,2.531,-2.877,0.0533,4.344,1.791,424,car,-2.438,-0.677,-0.076,-0.204,2.531,-0.017,0.126,-0.178
1116.04,47.886,-31.007,0.048,0.169,0.0033,4.616,1.814,417,car,0.048,0.004,0.557,0.079,0.048,0.004,0.563,0.016,69.763,-23.917,2.532,-2.875,0.0535,4.344,1.791,424,car,-2.438,-0.685,-0.127,-0.226,2.532,-0.018,0.182,-0.185
1116.08,47.886,-31.007,0.069,0.169,0.0034,4.616,1.814,417,car,0.069,0.006,0.619,0.089,0.069,0.005,0.625,0.016,69.667,-23.945,2.537,-2.872,0.0534,4.344,1.791,424,car,-2.44,-0.694,-0.182,-0.249,2.537,-0.02,0.241,-0.192
1116.12,47.887,-31.007,0.094,0.17,0.0032,4.616,1.814,417,car,0.093,0.009,0.681,0.101,0.093,0.006,0.688,0.016,69.571,-23.972,2.545,-2.87,0.0532,4.344,1.791,424,car,-2.446,-0.703,-0.239,-0.272,2.545,-0.022,0.303,-0.198
1116.16,47.889,-31.008,0.122,0.17,0.0029,4.616,1.814,417,car,0.121,0.013,0.743,0.112,0.121,0.007,0.751,0.015,69.476,-23.999,2.556,-2.868,0.0528,4.344,1.791,424,car,-2.454,-0.715,-0.297,-0.295,2.556,-0.025,0.366,-0.204
1116.2,47.892,-31.008,0.153,0.17,0.0025,4.616,1.814,417,car,0.152,0.018,0.803,0.124,0.153,0.008,0.813,0.014,69.38,-24.027,2.571,-2.866,0.0524,4.344,1.791,424,car,-2.466,-0.727,-0.356,-0.317,2.571,-0.029,0.429,-0.208
1116.24,47.896,-31.008,0.188,0.171,0,4.616,1.814,417,car,0.187,0.023,0.862,0.135,0.188,0.009,0.873,0.013,69.284,-24.055,2.59,-2.864,0.0519,4.344,1.791,424,car,-2.482,-0.741,-0.414,-0.338,2.59,-0.032,0.491,-0.212
1116.28,47.901,-31.007,0.227,0.171,0,4.616,1.814,417,car,0.225,0.029,0.918,0.146,0.227,0.01,0.929,0.012,69.187,-24.084,2.613,-2.862,0.0512,4.344,1.791,424,car,-2.501,-0.757,-0.47,-0.358,2.613,-0.036,0.551,-0.214
1116.32,47.908,-31.007,0.269,0.171,0,4.616,1.814,417,car,0.267,0.036,0.969,0.156,0.269,0.01,0.981,0.011,69.09,-24.112,2.639,-2.859,0.0504,4.344,1.791,424,car,-2.523,-0.773,-0.523,-0.376,2.639,-0.04,0.607,-0.215
1116.36,47.918,-31.006,0.314,0.171,0,4.616,1.814,417,car,0.312,0.043,1.014,0.166,0.314,0.01,1.028,0.01,68.991,-24.141,2.669,-2.857,0.0494,4.344,1.791,424,car,-2.549,-0.792,-0.572,-0.39,2.669,-0.044,0.658,-0.214
1116.4,47.929,-31.004,0.362,0.171,-0.0021,4.616,1.814,417,car,0.359,0.051,1.054,0.174,0.362,0.011,1.068,0.008,68.89,-24.172,2.702,-2.855,0.0482,4.344,1.791,424,car,-2.577,-0.811,-0.615,-0.401,2.701,-0.049,0.704,-0.211
1116.44,47.942,-31.002,0.412,0.171,-0.0033,4.616,1.814,417,car,0.408,0.059,1.086,0.18,0.412,0.011,1.101,0.007,68.787,-24.204,2.737,-2.853,0.0469,4.344,1.791,424,car,-2.608,-0.832,-0.654,-0.408,2.736,-0.054,0.743,-0.205
1116.48,47.958,-30.999,0.464,0.171,-0.0045,4.616,1.814,417,car,0.46,0.068,1.111,0.186,0.464,0.012,1.127,0.006,68.683,-24.236,2.774,-2.851,0.0454,4.344,1.791,424,car,-2.64,-0.853,-0.686,-0.41,2.773,-0.06,0.775,-0.197
1116.52,47.976,-30.997,0.518,0.171,-0.0058,4.616,1.814,417,car,0.512,0.076,1.128,0.19,0.518,0.012,1.144,0.004,68.577,-24.27,2.812,-2.849,0.0437,4.344,1.791,424,car,-2.673,-0.874,-0.712,-0.408,2.811,-0.065,0.8,-0.185
1116.56,47.997,-30.994,0.572,0.171,-0.007,4.616,1.814,417,car,0.566,0.085,1.137,0.193,0.572,0.012,1.153,0.002,68.469,-24.305,2.852,-2.847,0.0419,4.344,1.791,424,car,-2.707,-0.895,-0.733,-0.401,2.851,-0.07,0.818,-0.17
1116.6,48.02,-30.991,0.628,0.17,-0.008,4.616,1.814,417,car,0.621,0.095,1.136,0.195,0.628,0.011,1.153,0,68.36,-24.342,2.891,-2.845,0.0399,4.344,1.791,424,car,-2.742,-0.916,-0.748,-0.388,2.89,-0.075,0.829,-0.152
1116.64,48.046,-30.988,0.683,0.169,-0.0088,4.616,1.814,417,car,0.675,0.105,1.127,0.194,0.683,0.01,1.144,-0.001,68.249,-24.379,2.931,-2.843,0.0378,4.344,1.791,424,car,-2.777,-0.936,-0.758,-0.371,2.93,-0.079,0.833,-0.132
1116.68,48.075,-30.985,0.737,0.169,-0.0093,4.616,1.814,417,car,0.728,0.115,1.109,0.191,0.737,0.009,1.126,-0.002,68.136,-24.419,2.97,-2.842,0.0357,4.344,1.791,424,car,-2.812,-0.955,-0.762,-0.349,2.969,-0.083,0.831,-0.109
1116.72,48.108,-30.98,0.789,0.168,-0.0096,4.616,1.814,417,car,0.779,0.125,1.084,0.186,0.789,0.007,1.1,-0.002,68.02,-24.459,3.008,-2.841,0.0336,4.344,1.791,424,car,-2.847,-0.973,-0.762,-0.324,3.007,-0.085,0.824,-0.084
1116.76,48.143,-30.974,0.84,0.167,-0.0094,4.616,1.814,417,car,0.829,0.135,1.052,0.178,0.84,0.005,1.067,0,67.904,-24.5,3.045,-2.84,0.0316,4.344,1.791,424,car,-2.88,-0.988,-0.759,-0.296,3.044,-0.087,0.813,-0.057
1116.8,48.18,-30.967,0.887,0.166,-0.0089,4.616,1.814,417,car,0.875,0.144,1.015,0.168,0.887,0.003,1.029,0.002,67.785,-24.543,3.08,-2.839,0.0297,4.344,1.791,424,car,-2.913,-1.001,-0.753,-0.266,3.079,-0.086,0.798,-0.029
1116.84,48.219,-30.96,0.932,0.165,-0.008,4.616,1.814,417,car,0.919,0.152,0.974,0.156,0.932,0.001,0.986,0.006,67.666,-24.586,3.113,-2.838,0.0278,4.344,1.791,424,car,-2.944,-1.012,-0.746,-0.236,3.112,-0.084,0.782,-0.001
1116.88,48.259,-30.953,0.974,0.165,-0.0069,4.616,1.814,417,car,0.961,0.159,0.93,0.144,0.974,0,0.941,0.01,67.545,-24.629,3.144,-2.836,0.0257,4.344,1.791,424,car,-2.974,-1.02,-0.738,-0.205,3.143,-0.079,0.765,0.026
1116.92,48.3,-30.945,1.013,0.164,-0.0055,4.616,1.814,417,car,0.999,0.165,0.884,0.131,1.013,0,0.894,0.015,67.424,-24.672,3.174,-2.835,0.0236,4.344,1.791,424,car,-3.003,-1.027,-0.73,-0.176,3.173,-0.073,0.749,0.052
1116.96,48.343,-30.937,1.049,0.164,-0.004,4.616,1.814,417,car,1.035,0.17,0.838,0.118,1.049,0.001,0.846,0.021,67.3,-24.716,3.201,-2.834,0.0213,4.344,1.791,424,car,-3.03,-1.031,-0.723,-0.15,3.2,-0.065,0.734,0.076
1117,48.386,-30.929,1.083,0.164,-0.0025,4.616,1.814,417,car,1.069,0.174,0.79,0.105,1.083,0.003,0.797,0.025,67.175,-24.759,3.226,-2.833,0.019,4.344,1.791,424,car,-3.056,-1.034,-0.719,-0.126,3.226,-0.056,0.723,0.098
1117.04,48.431,-30.92,1.114,0.164,0,4.616,1.814,417,car,1.1,0.177,0.743,0.094,1.114,0.006,0.748,0.029,67.047,-24.803,3.249,-2.832,0.0165,4.344,1.791,424,car,-3.08,-1.034,-0.718,-0.106,3.249,-0.047,0.716,0.118
1117.08,48.477,-30.912,1.143,0.164,0,4.616,1.814,417,car,1.129,0.179,0.697,0.084,1.143,0.009,0.701,0.031,66.921,-24.845,3.27,-2.831,0.0141,4.344,1.791,424,car,-3.103,-1.034,-0.723,-0.091,3.27,-0.037,0.717,0.134
1117.12,48.524,-30.904,1.169,0.164,0,4.616,1.814,417,car,1.155,0.18,0.651,0.076,1.169,0.012,0.655,0.031,66.799,-24.886,3.293,-2.831,0.0117,4.344,1.791,424,car,-3.127,-1.033,-0.734,-0.08,3.293,-0.027,0.724,0.148
1117.16,48.572,-30.897,1.193,0.165,0.0031,4.616,1.814,417,car,1.179,0.181,0.608,0.071,1.193,0.015,0.611,0.03,66.678,-24.926,3.318,-2.831,0.0094,4.344,1.791,424,car,-3.153,-1.033,-0.749,-0.074,3.318,-0.019,0.736,0.159
1117.2,48.621,-30.89,1.215,0.165,0.0041,4.616,1.814,417,car,1.201,0.182,0.567,0.067,1.215,0.018,0.57,0.027,66.554,-24.965,3.344,-2.831,0.0075,4.344,1.791,424,car,-3.181,-1.032,-0.766,-0.071,3.344,-0.012,0.752,0.167
1117.24,48.671,-30.883,1.234,0.165,0.005,4.616,1.814,417,car,1.221,0.183,0.528,0.066,1.234,0.021,0.532,0.022,66.429,-25.005,3.372,-2.832,0.0057,4.344,1.791,424,car,-3.21,-1.033,-0.786,-0.071,3.372,-0.005,0.77,0.172
1117.28,48.722,-30.876,1.252,0.166,0.0056,4.616,1.814,417,car,1.238,0.184,0.493,0.066,1.252,0.023,0.497,0.017,66.303,-25.045,3.403,-2.832,0.0042,4.344,1.791,424,car,-3.242,-1.034,-0.805,-0.073,3.403,0.004,0.789,0.176
1117.32,48.772,-30.87,1.268,0.166,0.0059,4.616,1.814,417,car,1.254,0.185,0.462,0.067,1.268,0.025,0.466,0.011,66.174,-25.085,3.434,-2.832,0.0027,4.344,1.791,424,car,-3.275,-1.035,-0.824,-0.077,3.434,0.013,0.808,0.178
1117.36,48.824,-30.863,1.282,0.167,0.006,4.616,1.814,417,car,1.269,0.187,0.434,0.069,1.282,0.027,0.44,0.004,66.043,-25.124,3.468,-2.831,0,4.344,1.791,424,car,-3.309,-1.038,-0.843,-0.081,3.468,0.022,0.827,0.18
1117.4,48.875,-30.856,1.295,0.168,0.0057,4.616,1.814,417,car,1.282,0.189,0.411,0.073,1.295,0.028,0.417,-0.003,65.911,-25.165,3.502,-2.831,0,4.344,1.791,424,car,-3.344,-1.041,-0.86,-0.086,3.502,0.03,0.845,0.181
1117.44,48.927,-30.849,1.307,0.168,0.0052,4.616,1.814,417,car,1.293,0.191,0.392,0.077,1.307,0.028,0.4,-0.01,65.777,-25.205,3.538,-2.83,-0.0033,4.344,1.791,424,car,-3.38,-1.045,-0.875,-0.091,3.538,0.04,0.861,0.182
1117.48,48.98,-30.842,1.319,0.169,0.0045,4.616,1.814,417,car,1.304,0.194,0.378,0.081,1.319,0.027,0.386,-0.016,65.641,-25.245,3.574,-2.83,-0.0061,4.344,1.791,424,car,-3.417,-1.05,-0.888,-0.094,3.574,0.049,0.875,0.183
1117.52,49.032,-30.835,1.33,0.169,0.0037,4.616,1.814,417,car,1.315,0.198,0.369,0.085,1.329,0.026,0.378,-0.021,65.504,-25.284,3.612,-2.829,-0.0096,4.344,1.791,424,car,-3.454,-1.057,-0.9,-0.096,3.612,0.056,0.886,0.186
1117.56,49.084,-30.827,1.34,0.169,0.0028,4.616,1.814,417,car,1.325,0.201,0.364,0.088,1.34,0.024,0.374,-0.026,65.364,-25.324,3.65,-2.829,-0.0136,4.344,1.791,424,car,-3.491,-1.064,-0.911,-0.094,3.649,0.062,0.895,0.191
1117.6,49.137,-30.819,1.351,0.169,0.002,4.616,1.814,417,car,1.336,0.205,0.363,0.092,1.351,0.022,0.374,-0.03,65.224,-25.365,3.688,-2.828,-0.0183,4.344,1.791,424,car,-3.529,-1.072,-0.92,-0.088,3.688,0.068,0.902,0.199
1117.64,49.19,-30.81,1.362,0.169,0,4.616,1.814,417,car,1.346,0.209,0.367,0.096,1.362,0.02,0.378,-0.033,65.081,-25.408,3.727,-2.828,-0.0235,4.344,1.791,424,car,-3.567,-1.08,-0.928,-0.078,3.726,0.072,0.907,0.211
1117.68,49.244,-30.801,1.374,0.168,0,4.616,1.814,417,car,1.357,0.212,0.374,0.099,1.373,0.018,0.386,-0.035,64.938,-25.453,3.766,-2.829,-0.0292,4.344,1.791,424,car,-3.606,-1.087,-0.934,-0.064,3.765,0.076,0.909,0.226
1117.72,49.298,-30.792,1.385,0.168,0,4.616,1.814,417,car,1.369,0.216,0.385,0.104,1.385,0.016,0.397,-0.038,64.794,-25.499,3.804,-2.83,-0.0353,4.344,1.791,424,car,-3.644,-1.092,-0.939,-0.047,3.804,0.08,0.908,0.243
1117.76,49.352,-30.783,1.398,0.168,0,4.616,1.814,417,car,1.381,0.219,0.4,0.108,1.398,0.014,0.412,-0.04,64.648,-25.544,3.843,-2.831,-0.0416,4.344,1.791,424,car,-3.684,-1.095,-0.943,-0.028,3.842,0.083,0.906,0.261
1117.8,49.408,-30.775,1.411,0.168,0,4.616,1.814,417,car,1.393,0.223,0.418,0.114,1.411,0.013,0.431,-0.042,64.5,-25.59,3.882,-2.833,-0.0479,4.344,1.791,424,car,-3.723,-1.097,-0.944,-0.008,3.881,0.084,0.902,0.279
1117.84,49.464,-30.767,1.425,0.168,0,4.616,1.814,417,car,1.407,0.228,0.439,0.119,1.425,0.01,0.452,-0.044,64.351,-25.636,3.92,-2.836,-0.0539,4.344,1.791,424,car,-3.763,-1.098,-0.944,0.013,3.919,0.084,0.896,0.296
1117.88,49.52,-30.758,1.44,0.168,0,4.616,1.814,417,car,1.421,0.233,0.463,0.124,1.44,0.008,0.477,-0.045,64.2,-25.68,3.958,-2.84,-0.0595,4.344,1.791,424,car,-3.803,-1.098,-0.942,0.035,3.958,0.083,0.889,0.313
1117.92,49.577,-30.749,1.456,0.168,0,4.616,1.814,417,car,1.437,0.238,0.49,0.129,1.456,0.005,0.505,-0.045,64.046,-25.724,3.996,-2.843,-0.0646,4.344,1.791,424,car,-3.842,-1.097,-0.937,0.056,3.995,0.083,0.879,0.33
1117.96,49.633,-30.74,1.474,0.168,0,4.616,1.814,417,car,1.454,0.244,0.52,0.133,1.474,0.002,0.535,-0.044,63.891,-25.769,4.033,-2.846,-0.0693,4.344,1.791,424,car,-3.881,-1.094,-0.931,0.078,4.032,0.085,0.868,0.346
1118,49.691,-30.73,1.494,0.168,0,4.616,1.814,417,car,1.473,0.25,0.552,0.137,1.494,-0.001,0.567,-0.043,63.734,-25.812,4.069,-2.849,-0.0737,4.344,1.791,424,car,-3.92,-1.091,-0.924,0.099,4.068,0.087,0.856,0.362
1118.04,49.75,-30.719,1.515,0.167,0,4.616,1.814,417,car,1.493,0.256,0.586,0.14,1.515,-0.004,0.601,-0.04,63.576,-25.854,4.105,-2.852,-0.0778,4.344,1.791,424,car,-3.958,-1.088,-0.915,0.121,4.104,0.089,0.843,0.378
1118.08,49.809,-30.709,1.537,0.168,0,4.616,1.814,417,car,1.515,0.262,0.622,0.142,1.537,-0.006,0.637,-0.037,63.418,-25.895,4.141,-2.855,-0.0818,4.344,1.791,424,car,-3.996,-1.084,-0.906,0.144,4.14,0.091,0.828,0.394
1118.12,49.869,-30.698,1.562,0.168,0,4.616,1.814,417,car,1.539,0.268,0.659,0.145,1.562,-0.008,0.674,-0.033,63.259,-25.936,4.177,-2.858,-0.0856,4.344,1.791,424,car,-4.034,-1.081,-0.894,0.169,4.176,0.091,0.811,0.412
1118.16,49.93,-30.687,1.588,0.168,0,4.616,1.814,417,car,1.564,0.274,0.697,0.147,1.588,-0.009,0.712,-0.028,63.1,-25.979,4.213,-2.862,-0.0892,4.344,1.791,424,car,-4.073,-1.077,-0.88,0.196,4.212,0.09,0.792,0.431
1118.2,49.992,-30.676,1.616,0.168,0,4.616,1.814,417,car,1.592,0.28,0.736,0.148,1.616,-0.01,0.75,-0.023,62.941,-26.021,4.251,-2.866,-0.0923,4.344,1.791,424,car,-4.113,-1.072,-0.862,0.226,4.25,0.088,0.768,0.451
1118.24,50.055,-30.664,1.647,0.168,0,4.616,1.814,417,car,1.622,0.286,0.774,0.15,1.647,-0.011,0.788,-0.019,62.78,-26.063,4.289,-2.871,-0.0951,4.344,1.791,424,car,-4.155,-1.066,-0.838,0.258,4.288,0.084,0.738,0.473
1118.28,50.12,-30.652,1.679,0.168,0,4.616,1.814,417,car,1.653,0.292,0.812,0.152,1.679,-0.012,0.826,-0.014,62.614,-26.106,4.327,-2.876,-0.0973,4.344,1.791,424,car,-4.196,-1.058,-0.806,0.294,4.326,0.082,0.701,0.495
1118.32,50.185,-30.64,1.713,0.168,0,4.616,1.814,417,car,1.687,0.298,0.849,0.153,1.713,-0.012,0.863,-0.01,62.439,-26.152,4.36,-2.88,-0.0991,4.344,1.791,424,car,-4.232,-1.048,-0.769,0.332,4.359,0.082,0.657,0.519
1118.36,50.253,-30.628,1.749,0.168,0,4.616,1.814,417,car,1.722,0.303,0.885,0.156,1.749,-0.011,0.898,-0.006,62.26,-26.198,4.388,-2.884,-0.1007,4.344,1.791,424,car,-4.264,-1.034,-0.73,0.37,4.387,0.086,0.611,0.543
1118.4,50.322,-30.616,1.786,0.168,0,4.616,1.814,417,car,1.759,0.309,0.919,0.159,1.786,-0.01,0.933,-0.003,62.082,-26.242,4.41,-2.888,-0.1022,4.344,1.791,424,car,-4.291,-1.018,-0.69,0.407,4.41,0.091,0.566,0.567
1118.44,50.393,-30.604,1.825,0.168,0,4.616,1.814,417,car,1.797,0.315,0.952,0.162,1.825,-0.01,0.965,0,61.905,-26.286,4.429,-2.892,-0.1036,4.344,1.791,424,car,-4.315,-0.999,-0.654,0.442,4.428,0.097,0.524,0.59
1118.48,50.466,-30.591,1.865,0.168,0,4.616,1.814,417,car,1.837,0.322,0.983,0.165,1.865,-0.009,0.997,0.003,61.727,-26.327,4.444,-2.896,-0.1049,4.344,1.791,424,car,-4.336,-0.977,-0.622,0.474,4.443,0.105,0.488,0.61
1118.52,50.539,-30.579,1.907,0.169,0,4.616,1.814,417,car,1.878,0.329,1.013,0.167,1.907,-0.009,1.027,0.005,61.552,-26.367,4.458,-2.9,-0.1063,4.344,1.791,424,car,-4.354,-0.954,-0.596,0.501,4.456,0.115,0.459,0.629
1118.56,50.614,-30.567,1.95,0.169,0,4.616,1.814,417,car,1.921,0.336,1.04,0.17,1.95,-0.009,1.054,0.007,61.376,-26.406,4.469,-2.904,-0.1076,4.344,1.791,424,car,-4.372,-0.93,-0.577,0.525,4.468,0.125,0.437,0.646
1118.6,50.691,-30.554,1.995,0.169,-0.002,4.616,1.814,417,car,1.965,0.344,1.065,0.171,1.995,-0.009,1.079,0.01,61.2,-26.443,4.48,-2.909,-0.1088,4.344,1.791,424,car,-4.388,-0.904,-0.564,0.544,4.478,0.134,0.423,0.659
1118.64,50.77,-30.54,2.041,0.168,-0.0025,4.616,1.814,417,car,2.011,0.352,1.088,0.172,2.041,-0.009,1.101,0.013,61.024,-26.48,4.49,-2.913,-0.1099,4.344,1.791,424,car,-4.403,-0.877,-0.558,0.558,4.487,0.143,0.418,0.67
1118.68,50.85,-30.525,2.089,0.168,-0.0029,4.616,1.814,417,car,2.058,0.359,1.107,0.172,2.089,-0.01,1.12,0.016,60.847,-26.515,4.499,-2.918,-0.1108,4.344,1.791,424,car,-4.418,-0.849,-0.56,0.567,4.497,0.153,0.42,0.677
1118.72,50.933,-30.51,2.137,0.168,-0.0032,4.616,1.814,417,car,2.105,0.367,1.123,0.17,2.137,-0.01,1.135,0.02,60.671,-26.549,4.51,-2.922,-0.1114,4.344,1.791,424,car,-4.434,-0.821,-0.568,0.57,4.507,0.163,0.43,0.68
1118.76,51.018,-30.495,2.186,0.168,-0.0034,4.616,1.814,417,car,2.154,0.374,1.135,0.169,2.186,-0.01,1.147,0.023,60.494,-26.581,4.521,-2.927,-0.1117,4.344,1.791,424,car,-4.451,-0.793,-0.583,0.568,4.518,0.171,0.449,0.679
1118.8,51.106,-30.479,2.235,0.167,-0.0034,4.616,1.814,417,car,2.202,0.381,1.144,0.167,2.235,-0.009,1.156,0.026,60.317,-26.612,4.533,-2.933,-0.1115,4.344,1.791,424,car,-4.468,-0.766,-0.604,0.561,4.53,0.178,0.474,0.674
1118.84,51.196,-30.463,2.284,0.167,-0.0032,4.616,1.814,417,car,2.251,0.388,1.15,0.165,2.284,-0.009,1.162,0.028,60.14,-26.641,4.548,-2.938,-0.1108,4.344,1.791,424,car,-4.488,-0.738,-0.63,0.549,4.544,0.184,0.506,0.665
1118.88,51.288,-30.447,2.333,0.166,-0.0029,4.616,1.814,417,car,2.299,0.394,1.154,0.164,2.333,-0.008,1.165,0.03,59.962,-26.669,4.565,-2.943,-0.1096,4.344,1.791,424,car,-4.509,-0.712,-0.66,0.533,4.561,0.191,0.542,0.652
